Plate,Sample,Gate,Count,%Total,%Gated
0-2.5,B8,mCherry-/GFP-,444,0.923,86.804
0-2.5,B8,mCherry+/GFP-,57.5,0.119,11.241
0-2.5,B8,All Events,48127,100,100
0-2.5,B8,R1,511.5,1.063,1.063
0-2.5,B8,R2,30,0.062,52.174
0-2.5,B8,R4,0,0,0
0-2.5,B8,All Events,48127,100,100
0-2.5,B8,mCh+,57.5,0.119,0.119
0-2.5,B8,All Events,48127,100,100
0-2.5,B8,R2,30,0.062,0.062
0-2.5,B8,All Events,48127,100,100
0-2.5,B8,R3,9,0.019,0.019
0-2.5,B8,R3,9,0.019,94.737
0-2.5,B8,All Events,48127,100,100
0-2.5,B8,GFP+,9.5,0.02,0.02
0-2.5,B8,All Events,48127,100,100
0-2.5,B8,R4,0,0,0
0-2.5,B8,All Events,48127,100,100
0-2.5,B8,R1,511.5,1.063,1.063
0-2.5,B8,LG1,57.5,0.119,0.119
0-2.5,B9,GFP+,9536,8.244,15.325
0-2.5,B9,All Events,115672.5,100,100
0-2.5,B9,R1,62225.5,53.795,53.795
0-2.5,B9,mCh+,51955.5,44.916,83.496
0-2.5,B9,All Events,115672.5,100,100
0-2.5,B9,R1,62225.5,53.795,53.795
0-2.5,B9,R1,62225.5,53.795,53.795
0-2.5,B9,All Events,115672.5,100,100
0-2.5,B9,mCherry-/GFP+,8854.5,7.655,14.23
0-2.5,B9,mCherry+/GFP+,856,0.74,1.376
0-2.5,B9,mCherry-/GFP-,1215.5,1.051,1.953
0-2.5,B9,mCherry+/GFP-,51299.5,44.349,82.441
0-2.5,B9,All Events,115672.5,100,100
0-2.5,B9,R1,62225.5,53.795,53.795
0-2.5,B9,R2,25033,21.641,48.182
0-2.5,B9,R4,669,0.578,1.288
0-2.5,B9,All Events,115672.5,100,100
0-2.5,B9,mCh+,51955.5,44.916,44.916
0-2.5,B9,All Events,115672.5,100,100
0-2.5,B9,R2,25033,21.641,21.641
0-2.5,B9,All Events,115672.5,100,100
0-2.5,B9,R3,7813,6.754,6.754
0-2.5,B9,R3,7813,6.754,81.932
0-2.5,B9,All Events,115672.5,100,100
0-2.5,B9,GFP+,9536,8.244,8.244
0-2.5,B9,All Events,115672.5,100,100
0-2.5,B9,R4,669,0.578,0.578
0-2.5,B9,All Events,115672.5,100,100
0-2.5,B9,R1,62225.5,53.795,53.795
0-2.5,B9,LG1,51955.5,44.916,44.916
0-2.5,B10,GFP+,10020,8.829,15.271
0-2.5,B10,All Events,113489,100,100
0-2.5,B10,R1,65614,57.815,57.815
0-2.5,B10,mCh+,55055,48.511,83.907
0-2.5,B10,All Events,113489,100,100
0-2.5,B10,R1,65614,57.815,57.815
0-2.5,B10,R1,65614,57.815,57.815
0-2.5,B10,All Events,113489,100,100
0-2.5,B10,mCherry-/GFP+,9311,8.204,14.191
0-2.5,B10,mCherry+/GFP+,924,0.814,1.408
0-2.5,B10,mCherry-/GFP-,1031,0.908,1.571
0-2.5,B10,mCherry+/GFP-,54348,47.888,82.83
0-2.5,B10,All Events,113489,100,100
0-2.5,B10,R1,65614,57.815,57.815
0-2.5,B10,R2,26719,23.543,48.531
0-2.5,B10,R4,726.5,0.64,1.32
0-2.5,B10,All Events,113489,100,100
0-2.5,B10,mCh+,55055,48.511,48.511
0-2.5,B10,All Events,113489,100,100
0-2.5,B10,R2,26719,23.543,23.543
0-2.5,B10,All Events,113489,100,100
0-2.5,B10,R3,8249,7.269,7.269
0-2.5,B10,R3,8249,7.269,82.325
0-2.5,B10,All Events,113489,100,100
0-2.5,B10,GFP+,10020,8.829,8.829
0-2.5,B10,All Events,113489,100,100
0-2.5,B10,R4,726.5,0.64,0.64
0-2.5,B10,All Events,113489,100,100
0-2.5,B10,R1,65614,57.815,57.815
0-2.5,B10,LG1,55055,48.511,48.511
0-2.5,B11,GFP+,9805.5,8.73,15.026
0-2.5,B11,All Events,112322.5,100,100
0-2.5,B11,R1,65256.5,58.097,58.097
0-2.5,B11,mCh+,54985,48.953,84.26
0-2.5,B11,All Events,112322.5,100,100
0-2.5,B11,R1,65256.5,58.097,58.097
0-2.5,B11,R1,65256.5,58.097,58.097
0-2.5,B11,All Events,112322.5,100,100
0-2.5,B11,mCherry-/GFP+,9076.5,8.081,13.909
0-2.5,B11,mCherry+/GFP+,909,0.809,1.393
0-2.5,B11,mCherry-/GFP-,985,0.877,1.509
0-2.5,B11,mCherry+/GFP-,54286,48.33,83.189
0-2.5,B11,All Events,112322.5,100,100
0-2.5,B11,R1,65256.5,58.097,58.097
0-2.5,B11,R2,26945.5,23.989,49.005
0-2.5,B11,R4,708,0.63,1.288
0-2.5,B11,All Events,112322.5,100,100
0-2.5,B11,mCh+,54985,48.953,48.953
0-2.5,B11,All Events,112322.5,100,100
0-2.5,B11,R2,26945.5,23.989,23.989
0-2.5,B11,All Events,112322.5,100,100
0-2.5,B11,R3,8103,7.214,7.214
0-2.5,B11,R3,8103,7.214,82.637
0-2.5,B11,All Events,112322.5,100,100
0-2.5,B11,GFP+,9805.5,8.73,8.73
0-2.5,B11,All Events,112322.5,100,100
0-2.5,B11,R4,708,0.63,0.63
0-2.5,B11,All Events,112322.5,100,100
0-2.5,B11,R1,65256.5,58.097,58.097
0-2.5,B11,LG1,54985,48.953,48.953
0-2.5,B12,GFP+,22,0.046,4.612
0-2.5,B12,All Events,47468.5,100,100
0-2.5,B12,R1,477,1.005,1.005
0-2.5,B12,mCh+,89.5,0.189,18.763
0-2.5,B12,All Events,47468.5,100,100
0-2.5,B12,R1,477,1.005,1.005
0-2.5,B12,R1,477,1.005,1.005
0-2.5,B12,All Events,47468.5,100,100
0-2.5,B12,mCherry-/GFP+,22,0.046,4.612
0-2.5,B12,mCherry+/GFP+,0.5,0.001,0.105
0-2.5,B12,mCherry-/GFP-,365,0.769,76.52
0-2.5,B12,mCherry+/GFP-,89.5,0.189,18.763
0-2.5,B12,All Events,47468.5,100,100
0-2.5,B12,R1,477,1.005,1.005
0-2.5,B12,R2,52,0.11,58.101
0-2.5,B12,R4,0,0,0
0-2.5,B12,All Events,47468.5,100,100
0-2.5,B12,mCh+,89.5,0.189,0.189
0-2.5,B12,All Events,47468.5,100,100
0-2.5,B12,R2,52,0.11,0.11
0-2.5,B12,All Events,47468.5,100,100
0-2.5,B12,R3,20,0.042,0.042
0-2.5,B12,R3,20,0.042,90.909
0-2.5,B12,All Events,47468.5,100,100
0-2.5,B12,GFP+,22,0.046,0.046
0-2.5,B12,All Events,47468.5,100,100
0-2.5,B12,R4,0,0,0
0-2.5,B12,All Events,47468.5,100,100
0-2.5,B12,R1,477,1.005,1.005
0-2.5,B12,LG1,89.5,0.189,0.189
0-2.5,C1,GFP+,13149.5,13.949,28.522
0-2.5,C1,All Events,94267.5,100,100
0-2.5,C1,R1,46103,48.907,48.907
0-2.5,C1,mCh+,32561,34.541,70.627
0-2.5,C1,All Events,94267.5,100,100
0-2.5,C1,R1,46103,48.907,48.907
0-2.5,C1,R1,46103,48.907,48.907
0-2.5,C1,All Events,94267.5,100,100
0-2.5,C1,mCherry-/GFP+,12331.5,13.081,26.748
0-2.5,C1,mCherry+/GFP+,1017.5,1.079,2.207
0-2.5,C1,mCherry-/GFP-,1059.5,1.124,2.298
0-2.5,C1,mCherry+/GFP-,31694.5,33.622,68.747
0-2.5,C1,All Events,94267.5,100,100
0-2.5,C1,R1,46103,48.907,48.907
0-2.5,C1,R2,15687,16.641,48.177
0-2.5,C1,R4,798,0.847,2.451
0-2.5,C1,All Events,94267.5,100,100
0-2.5,C1,mCh+,32561,34.541,34.541
0-2.5,C1,All Events,94267.5,100,100
0-2.5,C1,R2,15687,16.641,16.641
0-2.5,C1,All Events,94267.5,100,100
0-2.5,C1,R3,10417.5,11.051,11.051
0-2.5,C1,R3,10417.5,11.051,79.224
0-2.5,C1,All Events,94267.5,100,100
0-2.5,C1,GFP+,13149.5,13.949,13.949
0-2.5,C1,All Events,94267.5,100,100
0-2.5,C1,R4,798,0.847,0.847
0-2.5,C1,All Events,94267.5,100,100
0-2.5,C1,R1,46103,48.907,48.907
0-2.5,C1,LG1,32561,34.541,34.541
0-2.5,C2,GFP+,13534,14.802,28.199
0-2.5,C2,All Events,91436,100,100
0-2.5,C2,R1,47995,52.49,52.49
0-2.5,C2,mCh+,34305.5,37.519,71.477
0-2.5,C2,All Events,91436,100,100
0-2.5,C2,R1,47995,52.49,52.49
0-2.5,C2,R1,47995,52.49,52.49
0-2.5,C2,All Events,91436,100,100
0-2.5,C2,mCherry-/GFP+,12723.5,13.915,26.51
0-2.5,C2,mCherry+/GFP+,1045.5,1.143,2.178
0-2.5,C2,mCherry-/GFP-,823,0.9,1.715
0-2.5,C2,mCherry+/GFP-,33403,36.532,69.597
0-2.5,C2,All Events,91436,100,100
0-2.5,C2,R1,47995,52.49,52.49
0-2.5,C2,R2,16323.5,17.852,47.583
0-2.5,C2,R4,816.5,0.893,2.38
0-2.5,C2,All Events,91436,100,100
0-2.5,C2,mCh+,34305.5,37.519,37.519
0-2.5,C2,All Events,91436,100,100
0-2.5,C2,R2,16323.5,17.852,17.852
0-2.5,C2,All Events,91436,100,100
0-2.5,C2,R3,10812.5,11.825,11.825
0-2.5,C2,R3,10812.5,11.825,79.891
0-2.5,C2,All Events,91436,100,100
0-2.5,C2,GFP+,13534,14.802,14.802
0-2.5,C2,All Events,91436,100,100
0-2.5,C2,R4,816.5,0.893,0.893
0-2.5,C2,All Events,91436,100,100
0-2.5,C2,R1,47995,52.49,52.49
0-2.5,C2,LG1,34305.5,37.519,37.519
0-2.5,C3,GFP+,13263,14.03,28.035
0-2.5,C3,All Events,94533.5,100,100
0-2.5,C3,R1,47309,50.045,50.045
0-2.5,C3,mCh+,33751.5,35.703,71.343
0-2.5,C3,All Events,94533.5,100,100
0-2.5,C3,R1,47309,50.045,50.045
0-2.5,C3,R1,47309,50.045,50.045
0-2.5,C3,All Events,94533.5,100,100
0-2.5,C3,mCherry-/GFP+,12473.5,13.195,26.366
0-2.5,C3,mCherry+/GFP+,1000,1.058,2.114
0-2.5,C3,mCherry-/GFP-,924.5,0.978,1.954
0-2.5,C3,mCherry+/GFP-,32911,34.814,69.566
0-2.5,C3,All Events,94533.5,100,100
0-2.5,C3,R1,47309,50.045,50.045
0-2.5,C3,R2,16162,17.097,47.885
0-2.5,C3,R4,787,0.833,2.332
0-2.5,C3,All Events,94533.5,100,100
0-2.5,C3,mCh+,33751.5,35.703,35.703
0-2.5,C3,All Events,94533.5,100,100
0-2.5,C3,R2,16162,17.097,17.097
0-2.5,C3,All Events,94533.5,100,100
0-2.5,C3,R3,10618,11.232,11.232
0-2.5,C3,R3,10618,11.232,80.057
0-2.5,C3,All Events,94533.5,100,100
0-2.5,C3,GFP+,13263,14.03,14.03
0-2.5,C3,All Events,94533.5,100,100
0-2.5,C3,R4,787,0.833,0.833
0-2.5,C3,All Events,94533.5,100,100
0-2.5,C3,R1,47309,50.045,50.045
0-2.5,C3,LG1,33751.5,35.703,35.703
0-2.5,C4,GFP+,22,0.05,7.801
0-2.5,C4,All Events,44010,100,100
0-2.5,C4,R1,282,0.641,0.641
0-2.5,C4,mCh+,73.5,0.167,26.064
0-2.5,C4,All Events,44010,100,100
0-2.5,C4,R1,282,0.641,0.641
0-2.5,C4,R1,282,0.641,0.641
0-2.5,C4,All Events,44010,100,100
0-2.5,C4,mCherry-/GFP+,22,0.05,7.801
0-2.5,C4,mCherry+/GFP+,0.5,0.001,0.177
0-2.5,C4,mCherry-/GFP-,185.5,0.421,65.78
0-2.5,C4,mCherry+/GFP-,74,0.168,26.241
0-2.5,C4,All Events,44010,100,100
0-2.5,C4,R1,282,0.641,0.641
0-2.5,C4,R2,42.5,0.097,57.823
0-2.5,C4,R4,0,0,0
0-2.5,C4,All Events,44010,100,100
0-2.5,C4,mCh+,73.5,0.167,0.167
0-2.5,C4,All Events,44010,100,100
0-2.5,C4,R2,42.5,0.097,0.097
0-2.5,C4,All Events,44010,100,100
0-2.5,C4,R3,20,0.045,0.045
0-2.5,C4,R3,20,0.045,90.909
0-2.5,C4,All Events,44010,100,100
0-2.5,C4,GFP+,22,0.05,0.05
0-2.5,C4,All Events,44010,100,100
0-2.5,C4,R4,0,0,0
0-2.5,C4,All Events,44010,100,100
0-2.5,C4,R1,282,0.641,0.641
0-2.5,C4,LG1,73.5,0.167,0.167
0-2.5,C5,GFP+,17763,16.613,27.964
0-2.5,C5,All Events,106919.5,100,100
0-2.5,C5,R1,63521.5,59.411,59.411
0-2.5,C5,mCh+,45639.5,42.686,71.849
0-2.5,C5,All Events,106919.5,100,100
0-2.5,C5,R1,63521.5,59.411,59.411
0-2.5,C5,R1,63521.5,59.411,59.411
0-2.5,C5,All Events,106919.5,100,100
0-2.5,C5,mCherry-/GFP+,16517,15.448,26.002
0-2.5,C5,mCherry+/GFP+,1596.5,1.493,2.513
0-2.5,C5,mCherry-/GFP-,1128.5,1.055,1.777
0-2.5,C5,mCherry+/GFP-,44279.5,41.414,69.708
0-2.5,C5,All Events,106919.5,100,100
0-2.5,C5,R1,63521.5,59.411,59.411
0-2.5,C5,R2,20208,18.9,44.277
0-2.5,C5,R4,1220.5,1.142,2.674
0-2.5,C5,All Events,106919.5,100,100
0-2.5,C5,mCh+,45639.5,42.686,42.686
0-2.5,C5,All Events,106919.5,100,100
0-2.5,C5,R2,20208,18.9,18.9
0-2.5,C5,All Events,106919.5,100,100
0-2.5,C5,R3,14209,13.289,13.289
0-2.5,C5,R3,14209,13.289,79.992
0-2.5,C5,All Events,106919.5,100,100
0-2.5,C5,GFP+,17763,16.613,16.613
0-2.5,C5,All Events,106919.5,100,100
0-2.5,C5,R4,1220.5,1.142,1.142
0-2.5,C5,All Events,106919.5,100,100
0-2.5,C5,R1,63521.5,59.411,59.411
0-2.5,C5,LG1,45639.5,42.686,42.686
0-2.5,C6,GFP+,15687.5,15.909,27.643
0-2.5,C6,All Events,98610.5,100,100
0-2.5,C6,R1,56750.5,57.55,57.55
0-2.5,C6,mCh+,40920,41.497,72.105
0-2.5,C6,All Events,98610.5,100,100
0-2.5,C6,R1,56750.5,57.55,57.55
0-2.5,C6,R1,56750.5,57.55,57.55
0-2.5,C6,All Events,98610.5,100,100
0-2.5,C6,mCherry-/GFP+,14692.5,14.9,25.89
0-2.5,C6,mCherry+/GFP+,1285.5,1.304,2.265
0-2.5,C6,mCherry-/GFP-,966.5,0.98,1.703
0-2.5,C6,mCherry+/GFP-,39806,40.367,70.142
0-2.5,C6,All Events,98610.5,100,100
0-2.5,C6,R1,56750.5,57.55,57.55
0-2.5,C6,R2,18509.5,18.77,45.233
0-2.5,C6,R4,1024,1.038,2.502
0-2.5,C6,All Events,98610.5,100,100
0-2.5,C6,mCh+,40920,41.497,41.497
0-2.5,C6,All Events,98610.5,100,100
0-2.5,C6,R2,18509.5,18.77,18.77
0-2.5,C6,All Events,98610.5,100,100
0-2.5,C6,R3,12764.5,12.944,12.944
0-2.5,C6,R3,12764.5,12.944,81.367
0-2.5,C6,All Events,98610.5,100,100
0-2.5,C6,GFP+,15687.5,15.909,15.909
0-2.5,C6,All Events,98610.5,100,100
0-2.5,C6,R4,1024,1.038,1.038
0-2.5,C6,All Events,98610.5,100,100
0-2.5,C6,R1,56750.5,57.55,57.55
0-2.5,C6,LG1,40920,41.497,41.497
0-2.5,C7,GFP+,13156.5,13.829,26.952
0-2.5,C7,All Events,95139,100,100
0-2.5,C7,R1,48814.5,51.309,51.309
0-2.5,C7,mCh+,35387.5,37.196,72.494
0-2.5,C7,All Events,95139,100,100
0-2.5,C7,R1,48814.5,51.309,51.309
0-2.5,C7,R1,48814.5,51.309,51.309
0-2.5,C7,All Events,95139,100,100
0-2.5,C7,mCherry-/GFP+,12436.5,13.072,25.477
0-2.5,C7,mCherry+/GFP+,980,1.03,2.008
0-2.5,C7,mCherry-/GFP-,847,0.89,1.735
0-2.5,C7,mCherry+/GFP-,34551,36.316,70.78
0-2.5,C7,All Events,95139,100,100
0-2.5,C7,R1,48814.5,51.309,51.309
0-2.5,C7,R2,16562.5,17.409,46.803
0-2.5,C7,R4,776.5,0.816,2.194
0-2.5,C7,All Events,95139,100,100
0-2.5,C7,mCh+,35387.5,37.196,37.196
0-2.5,C7,All Events,95139,100,100
0-2.5,C7,R2,16562.5,17.409,17.409
0-2.5,C7,All Events,95139,100,100
0-2.5,C7,R3,10625,11.168,11.168
0-2.5,C7,R3,10625,11.168,80.759
0-2.5,C7,All Events,95139,100,100
0-2.5,C7,GFP+,13156.5,13.829,13.829
0-2.5,C7,All Events,95139,100,100
0-2.5,C7,R4,776.5,0.816,0.816
0-2.5,C7,All Events,95139,100,100
0-2.5,C7,R1,48814.5,51.309,51.309
0-2.5,C7,LG1,35387.5,37.196,37.196
0-2.5,C8,GFP+,29,0.066,13.876
0-2.5,C8,All Events,44254,100,100
0-2.5,C8,R1,209,0.472,0.472
0-2.5,C8,mCh+,59.5,0.134,28.469
0-2.5,C8,All Events,44254,100,100
0-2.5,C8,R1,209,0.472,0.472
0-2.5,C8,R1,209,0.472,0.472
0-2.5,C8,All Events,44254,100,100
0-2.5,C8,mCherry-/GFP+,29.5,0.067,14.115
0-2.5,C8,mCherry+/GFP+,0.5,0.001,0.239
0-2.5,C8,mCherry-/GFP-,118,0.267,56.459
0-2.5,C8,mCherry+/GFP-,61,0.138,29.187
0-2.5,C8,All Events,44254,100,100
0-2.5,C8,R1,209,0.472,0.472
0-2.5,C8,R2,35.5,0.08,59.664
0-2.5,C8,R4,0,0,0
0-2.5,C8,All Events,44254,100,100
0-2.5,C8,mCh+,59.5,0.134,0.134
0-2.5,C8,All Events,44254,100,100
0-2.5,C8,R2,35.5,0.08,0.08
0-2.5,C8,All Events,44254,100,100
0-2.5,C8,R3,27,0.061,0.061
0-2.5,C8,R3,27,0.061,93.103
0-2.5,C8,All Events,44254,100,100
0-2.5,C8,GFP+,29,0.066,0.066
0-2.5,C8,All Events,44254,100,100
0-2.5,C8,R4,0,0,0
0-2.5,C8,All Events,44254,100,100
0-2.5,C8,R1,209,0.472,0.472
0-2.5,C8,LG1,59.5,0.134,0.134
0-2.5,C9,GFP+,21421.5,17.472,27.608
0-2.5,C9,All Events,122605,100,100
0-2.5,C9,R1,77592.5,63.287,63.287
0-2.5,C9,mCh+,56051,45.717,72.238
0-2.5,C9,All Events,122605,100,100
0-2.5,C9,R1,77592.5,63.287,63.287
0-2.5,C9,R1,77592.5,63.287,63.287
0-2.5,C9,All Events,122605,100,100
0-2.5,C9,mCherry-/GFP+,19900,16.231,25.647
0-2.5,C9,mCherry+/GFP+,2064,1.683,2.66
0-2.5,C9,mCherry-/GFP-,1352,1.103,1.742
0-2.5,C9,mCherry+/GFP-,54276.5,44.269,69.951
0-2.5,C9,All Events,122605,100,100
0-2.5,C9,R1,77592.5,63.287,63.287
0-2.5,C9,R2,23351,19.046,41.66
0-2.5,C9,R4,1591.5,1.298,2.839
0-2.5,C9,All Events,122605,100,100
0-2.5,C9,mCh+,56051,45.717,45.717
0-2.5,C9,All Events,122605,100,100
0-2.5,C9,R2,23351,19.046,19.046
0-2.5,C9,All Events,122605,100,100
0-2.5,C9,R3,17309.5,14.118,14.118
0-2.5,C9,R3,17309.5,14.118,80.804
0-2.5,C9,All Events,122605,100,100
0-2.5,C9,GFP+,21421.5,17.472,17.472
0-2.5,C9,All Events,122605,100,100
0-2.5,C9,R4,1591.5,1.298,1.298
0-2.5,C9,All Events,122605,100,100
0-2.5,C9,R1,77592.5,63.287,63.287
0-2.5,C9,LG1,56051,45.717,45.717
0-2.5,C10,GFP+,20251.5,17.18,27.464
0-2.5,C10,All Events,117881.5,100,100
0-2.5,C10,R1,73738,62.553,62.553
0-2.5,C10,mCh+,53267,45.187,72.238
0-2.5,C10,All Events,117881.5,100,100
0-2.5,C10,R1,73738,62.553,62.553
0-2.5,C10,R1,73738,62.553,62.553
0-2.5,C10,All Events,117881.5,100,100
0-2.5,C10,mCherry-/GFP+,18816.5,15.962,25.518
0-2.5,C10,mCherry+/GFP+,1966,1.668,2.666
0-2.5,C10,mCherry-/GFP-,1343,1.139,1.821
0-2.5,C10,mCherry+/GFP-,51612.5,43.783,69.994
0-2.5,C10,All Events,117881.5,100,100
0-2.5,C10,R1,73738,62.553,62.553
0-2.5,C10,R2,22380,18.985,42.015
0-2.5,C10,R4,1500,1.272,2.816
0-2.5,C10,All Events,117881.5,100,100
0-2.5,C10,mCh+,53267,45.187,45.187
0-2.5,C10,All Events,117881.5,100,100
0-2.5,C10,R2,22380,18.985,18.985
0-2.5,C10,All Events,117881.5,100,100
0-2.5,C10,R3,16443,13.949,13.949
0-2.5,C10,R3,16443,13.949,81.194
0-2.5,C10,All Events,117881.5,100,100
0-2.5,C10,GFP+,20251.5,17.18,17.18
0-2.5,C10,All Events,117881.5,100,100
0-2.5,C10,R4,1500,1.272,1.272
0-2.5,C10,All Events,117881.5,100,100
0-2.5,C10,R1,73738,62.553,62.553
0-2.5,C10,LG1,53267,45.187,45.187
0-2.5,C11,GFP+,20321.5,17.172,27.251
0-2.5,C11,All Events,118342,100,100
0-2.5,C11,R1,74572,63.014,63.014
0-2.5,C11,mCh+,54098.5,45.714,72.545
0-2.5,C11,All Events,118342,100,100
0-2.5,C11,R1,74572,63.014,63.014
0-2.5,C11,R1,74572,63.014,63.014
0-2.5,C11,All Events,118342,100,100
0-2.5,C11,mCherry-/GFP+,18822,15.905,25.24
0-2.5,C11,mCherry+/GFP+,1991,1.682,2.67
0-2.5,C11,mCherry-/GFP-,1362,1.151,1.826
0-2.5,C11,mCherry+/GFP-,52397,44.276,70.264
0-2.5,C11,All Events,118342,100,100
0-2.5,C11,R1,74572,63.014,63.014
0-2.5,C11,R2,22885,19.338,42.302
0-2.5,C11,R4,1545.5,1.306,2.857
0-2.5,C11,All Events,118342,100,100
0-2.5,C11,mCh+,54098.5,45.714,45.714
0-2.5,C11,All Events,118342,100,100
0-2.5,C11,R2,22885,19.338,19.338
0-2.5,C11,All Events,118342,100,100
0-2.5,C11,R3,16453,13.903,13.903
0-2.5,C11,R3,16453,13.903,80.964
0-2.5,C11,All Events,118342,100,100
0-2.5,C11,GFP+,20321.5,17.172,17.172
0-2.5,C11,All Events,118342,100,100
0-2.5,C11,R4,1545.5,1.306,1.306
0-2.5,C11,All Events,118342,100,100
0-2.5,C11,R1,74572,63.014,63.014
0-2.5,C11,LG1,54098.5,45.714,45.714
0-2.5,C12,GFP+,22,0.053,15.493
0-2.5,C12,All Events,41518.5,100,100
0-2.5,C12,R1,142,0.342,0.342
0-2.5,C12,mCh+,71,0.171,50
0-2.5,C12,All Events,41518.5,100,100
0-2.5,C12,R1,142,0.342,0.342
0-2.5,C12,R1,142,0.342,0.342
0-2.5,C12,All Events,41518.5,100,100
0-2.5,C12,mCherry-/GFP+,22.5,0.054,15.845
0-2.5,C12,mCherry+/GFP+,0,0,0
0-2.5,C12,mCherry-/GFP-,48.5,0.117,34.155
0-2.5,C12,mCherry+/GFP-,71,0.171,50
0-2.5,C12,All Events,41518.5,100,100
0-2.5,C12,R1,142,0.342,0.342
0-2.5,C12,R2,43,0.104,60.563
0-2.5,C12,R4,0,0,0
0-2.5,C12,All Events,41518.5,100,100
0-2.5,C12,mCh+,71,0.171,0.171
0-2.5,C12,All Events,41518.5,100,100
0-2.5,C12,R2,43,0.104,0.104
0-2.5,C12,All Events,41518.5,100,100
0-2.5,C12,R3,19,0.046,0.046
0-2.5,C12,R3,19,0.046,86.364
0-2.5,C12,All Events,41518.5,100,100
0-2.5,C12,GFP+,22,0.053,0.053
0-2.5,C12,All Events,41518.5,100,100
0-2.5,C12,R4,0,0,0
0-2.5,C12,All Events,41518.5,100,100
0-2.5,C12,R1,142,0.342,0.342
0-2.5,C12,LG1,71,0.171,0.171
0-2.5,D1,GFP+,16872,19.072,36.31
0-2.5,D1,All Events,88465.5,100,100
0-2.5,D1,R1,46467,52.526,52.526
0-2.5,D1,mCh+,29579.5,33.436,63.657
0-2.5,D1,All Events,88465.5,100,100
0-2.5,D1,R1,46467,52.526,52.526
0-2.5,D1,R1,46467,52.526,52.526
0-2.5,D1,All Events,88465.5,100,100
0-2.5,D1,mCherry-/GFP+,15894,17.966,34.205
0-2.5,D1,mCherry+/GFP+,1256.5,1.42,2.704
0-2.5,D1,mCherry-/GFP-,820.5,0.927,1.766
0-2.5,D1,mCherry+/GFP-,28496,32.211,61.325
0-2.5,D1,All Events,88465.5,100,100
0-2.5,D1,R1,46467,52.526,52.526
0-2.5,D1,R2,13839,15.643,46.786
0-2.5,D1,R4,994,1.124,3.36
0-2.5,D1,All Events,88465.5,100,100
0-2.5,D1,mCh+,29579.5,33.436,33.436
0-2.5,D1,All Events,88465.5,100,100
0-2.5,D1,R2,13839,15.643,15.643
0-2.5,D1,All Events,88465.5,100,100
0-2.5,D1,R3,13549,15.316,15.316
0-2.5,D1,R3,13549,15.316,80.305
0-2.5,D1,All Events,88465.5,100,100
0-2.5,D1,GFP+,16872,19.072,19.072
0-2.5,D1,All Events,88465.5,100,100
0-2.5,D1,R4,994,1.124,1.124
0-2.5,D1,All Events,88465.5,100,100
0-2.5,D1,R1,46467,52.526,52.526
0-2.5,D1,LG1,29579.5,33.436,33.436
0-2.5,D2,GFP+,20469,21.284,37.789
0-2.5,D2,All Events,96169,100,100
0-2.5,D2,R1,54166,56.324,56.324
0-2.5,D2,mCh+,33792,35.138,62.386
0-2.5,D2,All Events,96169,100,100
0-2.5,D2,R1,54166,56.324,56.324
0-2.5,D2,R1,54166,56.324,56.324
0-2.5,D2,All Events,96169,100,100
0-2.5,D2,mCherry-/GFP+,19211,19.976,35.467
0-2.5,D2,mCherry+/GFP+,1597,1.661,2.948
0-2.5,D2,mCherry-/GFP-,967.5,1.006,1.786
0-2.5,D2,mCherry+/GFP-,32390.5,33.681,59.799
0-2.5,D2,All Events,96169,100,100
0-2.5,D2,R1,54166,56.324,56.324
0-2.5,D2,R2,14866.5,15.459,43.994
0-2.5,D2,R4,1245.5,1.295,3.686
0-2.5,D2,All Events,96169,100,100
0-2.5,D2,mCh+,33792,35.138,35.138
0-2.5,D2,All Events,96169,100,100
0-2.5,D2,R2,14866.5,15.459,15.459
0-2.5,D2,All Events,96169,100,100
0-2.5,D2,R3,16480,17.136,17.136
0-2.5,D2,R3,16480,17.136,80.512
0-2.5,D2,All Events,96169,100,100
0-2.5,D2,GFP+,20469,21.284,21.284
0-2.5,D2,All Events,96169,100,100
0-2.5,D2,R4,1245.5,1.295,1.295
0-2.5,D2,All Events,96169,100,100
0-2.5,D2,R1,54166,56.324,56.324
0-2.5,D2,LG1,33792,35.138,35.138
0-2.5,D3,GFP+,19285,19.928,35.611
0-2.5,D3,All Events,96774,100,100
0-2.5,D3,R1,54155,55.96,55.96
0-2.5,D3,mCh+,34985,36.151,64.602
0-2.5,D3,All Events,96774,100,100
0-2.5,D3,R1,54155,55.96,55.96
0-2.5,D3,R1,54155,55.96,55.96
0-2.5,D3,All Events,96774,100,100
0-2.5,D3,mCherry-/GFP+,18027.5,18.628,33.289
0-2.5,D3,mCherry+/GFP+,1560,1.612,2.881
0-2.5,D3,mCherry-/GFP-,944.5,0.976,1.744
0-2.5,D3,mCherry+/GFP-,33623,34.744,62.087
0-2.5,D3,All Events,96774,100,100
0-2.5,D3,R1,54155,55.96,55.96
0-2.5,D3,R2,15605.5,16.126,44.606
0-2.5,D3,R4,1236.5,1.278,3.534
0-2.5,D3,All Events,96774,100,100
0-2.5,D3,mCh+,34985,36.151,36.151
0-2.5,D3,All Events,96774,100,100
0-2.5,D3,R2,15605.5,16.126,16.126
0-2.5,D3,All Events,96774,100,100
0-2.5,D3,R3,15431,15.945,15.945
0-2.5,D3,R3,15431,15.945,80.016
