Plate,Sample,Gate,Count,%Total,%Gated
6-7,A1,GFP+,5016,10.175,19.788
6-7,A1,All Events,49295,100.000,100.000
6-7,A1,R1,25349,51.423,51.423
6-7,A1,mCh+,19584,39.728,77.257
6-7,A1,All Events,49295,100.000,100.000
6-7,A1,R1,25349,51.423,51.423
6-7,A1,R1,25349,51.423,51.423
6-7,A1,All Events,49295,100.000,100.000
6-7,A1,mCherry-/GFP+,4868,9.875,19.204
6-7,A1,mCherry+/GFP+,281,0.570,1.109
6-7,A1,mCherry-/GFP-,693,1.406,2.734
6-7,A1,mCherry+/GFP-,19507,39.572,76.954
6-7,A1,All Events,49295,100.000,100.000
6-7,A1,R1,25349,51.423,51.423
6-7,A1,R2,11174,22.668,57.057
6-7,A1,R4,215,0.436,1.098
6-7,A1,All Events,49295,100.000,100.000
6-7,A1,mCh+,19584,39.728,39.728
6-7,A1,All Events,49295,100.000,100.000
6-7,A1,R2,11174,22.668,22.668
6-7,A1,All Events,49295,100.000,100.000
6-7,A1,R3,4319,8.762,8.762
6-7,A1,R3,4319,8.762,86.104
6-7,A1,All Events,49295,100.000,100.000
6-7,A1,GFP+,5016,10.175,10.175
6-7,A1,All Events,49295,100.000,100.000
6-7,A1,R4,215,0.436,0.436
6-7,A1,All Events,49295,100.000,100.000
6-7,A1,R1,25349,51.423,51.423
6-7,A1,LG1,19584,39.728,39.728
6-7,A2,GFP+,4504,10.725,21.202
6-7,A2,All Events,41995,100.000,100.000
6-7,A2,R1,21243,50.585,50.585
6-7,A2,mCh+,16187,38.545,76.199
6-7,A2,All Events,41995,100.000,100.000
6-7,A2,R1,21243,50.585,50.585
6-7,A2,R1,21243,50.585,50.585
6-7,A2,All Events,41995,100.000,100.000
6-7,A2,mCherry-/GFP+,4375,10.418,20.595
6-7,A2,mCherry+/GFP+,251,0.598,1.182
6-7,A2,mCherry-/GFP-,531,1.264,2.500
6-7,A2,mCherry+/GFP-,16086,38.305,75.724
6-7,A2,All Events,41995,100.000,100.000
6-7,A2,R1,21243,50.585,50.585
6-7,A2,R2,9336,22.231,57.676
6-7,A2,R4,202,0.481,1.248
6-7,A2,All Events,41995,100.000,100.000
6-7,A2,mCh+,16187,38.545,38.545
6-7,A2,All Events,41995,100.000,100.000
6-7,A2,R2,9336,22.231,22.231
6-7,A2,All Events,41995,100.000,100.000
6-7,A2,R3,3816,9.087,9.087
6-7,A2,R3,3816,9.087,84.725
6-7,A2,All Events,41995,100.000,100.000
6-7,A2,GFP+,4504,10.725,10.725
6-7,A2,All Events,41995,100.000,100.000
6-7,A2,R4,202,0.481,0.481
6-7,A2,All Events,41995,100.000,100.000
6-7,A2,R1,21243,50.585,50.585
6-7,A2,LG1,16187,38.545,38.545
6-7,A3,GFP+,2077,7.050,20.202
6-7,A3,All Events,29459,100.000,100.000
6-7,A3,R1,10281,34.899,34.899
6-7,A3,mCh+,7833,26.589,76.189
6-7,A3,All Events,29459,100.000,100.000
6-7,A3,R1,10281,34.899,34.899
6-7,A3,R1,10281,34.899,34.899
6-7,A3,All Events,29459,100.000,100.000
6-7,A3,mCherry-/GFP+,2072,7.034,20.154
6-7,A3,mCherry+/GFP+,69,0.234,0.671
6-7,A3,mCherry-/GFP-,301,1.022,2.928
6-7,A3,mCherry+/GFP-,7839,26.610,76.247
6-7,A3,All Events,29459,100.000,100.000
6-7,A3,R1,10281,34.899,34.899
6-7,A3,R2,4807,16.318,61.369
6-7,A3,R4,58,0.197,0.740
6-7,A3,All Events,29459,100.000,100.000
6-7,A3,mCh+,7833,26.589,26.589
6-7,A3,All Events,29459,100.000,100.000
6-7,A3,R2,4807,16.318,16.318
6-7,A3,All Events,29459,100.000,100.000
6-7,A3,R3,1813,6.154,6.154
6-7,A3,R3,1813,6.154,87.289
6-7,A3,All Events,29459,100.000,100.000
6-7,A3,GFP+,2077,7.050,7.050
6-7,A3,All Events,29459,100.000,100.000
6-7,A3,R4,58,0.197,0.197
6-7,A3,All Events,29459,100.000,100.000
6-7,A3,R1,10281,34.899,34.899
6-7,A3,LG1,7833,26.589,26.589
6-7,A4,GFP+,7,0.038,9.589
6-7,A4,All Events,18185,100.000,100.000
6-7,A4,R1,73,0.401,0.401
6-7,A4,mCh+,28,0.154,38.356
6-7,A4,All Events,18185,100.000,100.000
6-7,A4,R1,73,0.401,0.401
6-7,A4,R1,73,0.401,0.401
6-7,A4,All Events,18185,100.000,100.000
6-7,A4,mCherry-/GFP+,7,0.038,9.589
6-7,A4,mCherry+/GFP+,1,0.005,1.370
6-7,A4,mCherry-/GFP-,38,0.209,52.055
6-7,A4,mCherry+/GFP-,27,0.148,36.986
6-7,A4,All Events,18185,100.000,100.000
6-7,A4,R1,73,0.401,0.401
6-7,A4,R2,17,0.093,60.714
6-7,A4,R4,0,0.000,0.000
6-7,A4,All Events,18185,100.000,100.000
6-7,A4,mCh+,28,0.154,0.154
6-7,A4,All Events,18185,100.000,100.000
6-7,A4,R2,17,0.093,0.093
6-7,A4,All Events,18185,100.000,100.000
6-7,A4,R3,7,0.038,0.038
6-7,A4,R3,7,0.038,100.000
6-7,A4,All Events,18185,100.000,100.000
6-7,A4,GFP+,7,0.038,0.038
6-7,A4,All Events,18185,100.000,100.000
6-7,A4,R4,0,0.000,0.000
6-7,A4,All Events,18185,100.000,100.000
6-7,A4,R1,73,0.401,0.401
6-7,A4,LG1,28,0.154,0.154
6-7,A5,GFP+,2109,7.809,24.861
6-7,A5,All Events,27008,100.000,100.000
6-7,A5,R1,8483,31.409,31.409
6-7,A5,mCh+,6039,22.360,71.189
6-7,A5,All Events,27008,100.000,100.000
6-7,A5,R1,8483,31.409,31.409
6-7,A5,R1,8483,31.409,31.409
6-7,A5,All Events,27008,100.000,100.000
6-7,A5,mCherry-/GFP+,2112,7.820,24.897
6-7,A5,mCherry+/GFP+,58,0.215,0.684
6-7,A5,mCherry-/GFP-,249,0.922,2.935
6-7,A5,mCherry+/GFP-,6064,22.453,71.484
6-7,A5,All Events,27008,100.000,100.000
6-7,A5,R1,8483,31.409,31.409
6-7,A5,R2,3857,14.281,63.868
6-7,A5,R4,52,0.193,0.861
6-7,A5,All Events,27008,100.000,100.000
6-7,A5,mCh+,6039,22.360,22.360
6-7,A5,All Events,27008,100.000,100.000
6-7,A5,R2,3857,14.281,14.281
6-7,A5,All Events,27008,100.000,100.000
6-7,A5,R3,1762,6.524,6.524
6-7,A5,R3,1762,6.524,83.547
6-7,A5,All Events,27008,100.000,100.000
6-7,A5,GFP+,2109,7.809,7.809
6-7,A5,All Events,27008,100.000,100.000
6-7,A5,R4,52,0.193,0.193
6-7,A5,All Events,27008,100.000,100.000
6-7,A5,R1,8483,31.409,31.409
6-7,A5,LG1,6039,22.360,22.360
6-7,A6,GFP+,1332,5.762,27.357
6-7,A6,All Events,23115,100.000,100.000
6-7,A6,R1,4869,21.064,21.064
6-7,A6,mCh+,3295,14.255,67.673
6-7,A6,All Events,23115,100.000,100.000
6-7,A6,R1,4869,21.064,21.064
6-7,A6,R1,4869,21.064,21.064
6-7,A6,All Events,23115,100.000,100.000
6-7,A6,mCherry-/GFP+,1337,5.784,27.459
6-7,A6,mCherry+/GFP+,34,0.147,0.698
6-7,A6,mCherry-/GFP-,186,0.805,3.820
6-7,A6,mCherry+/GFP-,3312,14.328,68.022
6-7,A6,All Events,23115,100.000,100.000
6-7,A6,R1,4869,21.064,21.064
6-7,A6,R2,2176,9.414,66.039
6-7,A6,R4,26,0.112,0.789
6-7,A6,All Events,23115,100.000,100.000
6-7,A6,mCh+,3295,14.255,14.255
6-7,A6,All Events,23115,100.000,100.000
6-7,A6,R2,2176,9.414,9.414
6-7,A6,All Events,23115,100.000,100.000
6-7,A6,R3,1113,4.815,4.815
6-7,A6,R3,1113,4.815,83.559
6-7,A6,All Events,23115,100.000,100.000
6-7,A6,GFP+,1332,5.762,5.762
6-7,A6,All Events,23115,100.000,100.000
6-7,A6,R4,26,0.112,0.112
6-7,A6,All Events,23115,100.000,100.000
6-7,A6,R1,4869,21.064,21.064
6-7,A6,LG1,3295,14.255,14.255
6-7,A7,GFP+,4690,13.392,27.329
6-7,A7,All Events,35020,100.000,100.000
6-7,A7,R1,17161,49.003,49.003
6-7,A7,mCh+,11925,34.052,69.489
6-7,A7,All Events,35020,100.000,100.000
6-7,A7,R1,17161,49.003,49.003
6-7,A7,R1,17161,49.003,49.003
6-7,A7,All Events,35020,100.000,100.000
6-7,A7,mCherry-/GFP+,4642,13.255,27.050
6-7,A7,mCherry+/GFP+,165,0.471,0.961
6-7,A7,mCherry-/GFP-,482,1.376,2.809
6-7,A7,mCherry+/GFP-,11872,33.901,69.180
6-7,A7,All Events,35020,100.000,100.000
6-7,A7,R1,17161,49.003,49.003
6-7,A7,R2,7322,20.908,61.400
6-7,A7,R4,143,0.408,1.199
6-7,A7,All Events,35020,100.000,100.000
6-7,A7,mCh+,11925,34.052,34.052
6-7,A7,All Events,35020,100.000,100.000
6-7,A7,R2,7322,20.908,20.908
6-7,A7,All Events,35020,100.000,100.000
6-7,A7,R3,3999,11.419,11.419
6-7,A7,R3,3999,11.419,85.267
6-7,A7,All Events,35020,100.000,100.000
6-7,A7,GFP+,4690,13.392,13.392
6-7,A7,All Events,35020,100.000,100.000
6-7,A7,R4,143,0.408,0.408
6-7,A7,All Events,35020,100.000,100.000
6-7,A7,R1,17161,49.003,49.003
6-7,A7,LG1,11925,34.052,34.052
6-7,A8,GFP+,8,0.046,17.391
6-7,A8,All Events,17433,100.000,100.000
6-7,A8,R1,46,0.264,0.264
6-7,A8,mCh+,18,0.103,39.130
6-7,A8,All Events,17433,100.000,100.000
6-7,A8,R1,46,0.264,0.264
6-7,A8,R1,46,0.264,0.264
6-7,A8,All Events,17433,100.000,100.000
6-7,A8,mCherry-/GFP+,7,0.040,15.217
6-7,A8,mCherry+/GFP+,2,0.011,4.348
6-7,A8,mCherry-/GFP-,21,0.120,45.652
6-7,A8,mCherry+/GFP-,16,0.092,34.783
6-7,A8,All Events,17433,100.000,100.000
6-7,A8,R1,46,0.264,0.264
6-7,A8,R2,10,0.057,55.556
6-7,A8,R4,0,0.000,0.000
6-7,A8,All Events,17433,100.000,100.000
6-7,A8,mCh+,18,0.103,0.103
6-7,A8,All Events,17433,100.000,100.000
6-7,A8,R2,10,0.057,0.057
6-7,A8,All Events,17433,100.000,100.000
6-7,A8,R3,6,0.034,0.034
6-7,A8,R3,6,0.034,75.000
6-7,A8,All Events,17433,100.000,100.000
6-7,A8,GFP+,8,0.046,0.046
6-7,A8,All Events,17433,100.000,100.000
6-7,A8,R4,0,0.000,0.000
6-7,A8,All Events,17433,100.000,100.000
6-7,A8,R1,46,0.264,0.264
6-7,A8,LG1,18,0.103,0.103
6-7,A9,GFP+,5093,12.761,23.210
6-7,A9,All Events,39910,100.000,100.000
6-7,A9,R1,21943,54.981,54.981
6-7,A9,mCh+,16049,40.213,73.139
6-7,A9,All Events,39910,100.000,100.000
6-7,A9,R1,21943,54.981,54.981
6-7,A9,R1,21943,54.981,54.981
6-7,A9,All Events,39910,100.000,100.000
6-7,A9,mCherry-/GFP+,5007,12.546,22.818
6-7,A9,mCherry+/GFP+,213,0.534,0.971
6-7,A9,mCherry-/GFP-,601,1.506,2.739
6-7,A9,mCherry+/GFP-,16122,40.396,73.472
6-7,A9,All Events,39910,100.000,100.000
6-7,A9,R1,21943,54.981,54.981
6-7,A9,R2,9548,23.924,59.493
6-7,A9,R4,178,0.446,1.109
6-7,A9,All Events,39910,100.000,100.000
6-7,A9,mCh+,16049,40.213,40.213
6-7,A9,All Events,39910,100.000,100.000
6-7,A9,R2,9548,23.924,23.924
6-7,A9,All Events,39910,100.000,100.000
6-7,A9,R3,4361,10.927,10.927
6-7,A9,R3,4361,10.927,85.627
6-7,A9,All Events,39910,100.000,100.000
6-7,A9,GFP+,5093,12.761,12.761
6-7,A9,All Events,39910,100.000,100.000
6-7,A9,R4,178,0.446,0.446
6-7,A9,All Events,39910,100.000,100.000
6-7,A9,R1,21943,54.981,54.981
6-7,A9,LG1,16049,40.213,40.213
6-7,A10,GFP+,4698,12.279,23.809
6-7,A10,All Events,38259,100.000,100.000
6-7,A10,R1,19732,51.575,51.575
6-7,A10,mCh+,14264,37.283,72.289
6-7,A10,All Events,38259,100.000,100.000
6-7,A10,R1,19732,51.575,51.575
6-7,A10,R1,19732,51.575,51.575
6-7,A10,All Events,38259,100.000,100.000
6-7,A10,mCherry-/GFP+,4609,12.047,23.358
6-7,A10,mCherry+/GFP+,202,0.528,1.024
6-7,A10,mCherry-/GFP-,592,1.547,3.000
6-7,A10,mCherry+/GFP-,14329,37.453,72.618
6-7,A10,All Events,38259,100.000,100.000
6-7,A10,R1,19732,51.575,51.575
6-7,A10,R2,8382,21.909,58.763
6-7,A10,R4,163,0.426,1.143
6-7,A10,All Events,38259,100.000,100.000
6-7,A10,mCh+,14264,37.283,37.283
6-7,A10,All Events,38259,100.000,100.000
6-7,A10,R2,8382,21.909,21.909
6-7,A10,All Events,38259,100.000,100.000
6-7,A10,R3,3980,10.403,10.403
6-7,A10,R3,3980,10.403,84.717
6-7,A10,All Events,38259,100.000,100.000
6-7,A10,GFP+,4698,12.279,12.279
6-7,A10,All Events,38259,100.000,100.000
6-7,A10,R4,163,0.426,0.426
6-7,A10,All Events,38259,100.000,100.000
6-7,A10,R1,19732,51.575,51.575
6-7,A10,LG1,14264,37.283,37.283
6-7,A11,GFP+,3912,11.407,24.340
6-7,A11,All Events,34294,100.000,100.000
6-7,A11,R1,16072,46.865,46.865
6-7,A11,mCh+,11586,33.784,72.088
6-7,A11,All Events,34294,100.000,100.000
6-7,A11,R1,16072,46.865,46.865
6-7,A11,R1,16072,46.865,46.865
6-7,A11,All Events,34294,100.000,100.000
6-7,A11,mCherry-/GFP+,3865,11.270,24.048
6-7,A11,mCherry+/GFP+,156,0.455,0.971
6-7,A11,mCherry-/GFP-,464,1.353,2.887
6-7,A11,mCherry+/GFP-,11587,33.787,72.094
6-7,A11,All Events,34294,100.000,100.000
6-7,A11,R1,16072,46.865,46.865
6-7,A11,R2,7021,20.473,60.599
6-7,A11,R4,122,0.356,1.053
6-7,A11,All Events,34294,100.000,100.000
6-7,A11,mCh+,11586,33.784,33.784
6-7,A11,All Events,34294,100.000,100.000
6-7,A11,R2,7021,20.473,20.473
6-7,A11,All Events,34294,100.000,100.000
6-7,A11,R3,3305,9.637,9.637
6-7,A11,R3,3305,9.637,84.484
6-7,A11,All Events,34294,100.000,100.000
6-7,A11,GFP+,3912,11.407,11.407
6-7,A11,All Events,34294,100.000,100.000
6-7,A11,R4,122,0.356,0.356
6-7,A11,All Events,34294,100.000,100.000
6-7,A11,R1,16072,46.865,46.865
6-7,A11,LG1,11586,33.784,33.784
6-7,A12,GFP+,7,0.040,7.447
6-7,A12,All Events,17492,100.000,100.000
6-7,A12,R1,94,0.537,0.537
6-7,A12,mCh+,44,0.252,46.809
6-7,A12,All Events,17492,100.000,100.000
6-7,A12,R1,94,0.537,0.537
6-7,A12,R1,94,0.537,0.537
6-7,A12,All Events,17492,100.000,100.000
6-7,A12,mCherry-/GFP+,7,0.040,7.447
6-7,A12,mCherry+/GFP+,1,0.006,1.064
6-7,A12,mCherry-/GFP-,42,0.240,44.681
6-7,A12,mCherry+/GFP-,44,0.252,46.809
6-7,A12,All Events,17492,100.000,100.000
6-7,A12,R1,94,0.537,0.537
6-7,A12,R2,28,0.160,63.636
6-7,A12,R4,0,0.000,0.000
6-7,A12,All Events,17492,100.000,100.000
6-7,A12,mCh+,44,0.252,0.252
6-7,A12,All Events,17492,100.000,100.000
6-7,A12,R2,28,0.160,0.160
6-7,A12,All Events,17492,100.000,100.000
6-7,A12,R3,7,0.040,0.040
6-7,A12,R3,7,0.040,100.000
6-7,A12,All Events,17492,100.000,100.000
6-7,A12,GFP+,7,0.040,0.040
6-7,A12,All Events,17492,100.000,100.000
6-7,A12,R4,0,0.000,0.000
6-7,A12,All Events,17492,100.000,100.000
6-7,A12,R1,94,0.537,0.537
6-7,A12,LG1,44,0.252,0.252
6-7,B1,GFP+,9218,22.521,44.141
6-7,B1,All Events,40930,100.000,100.000
6-7,B1,R1,20883,51.021,51.021
6-7,B1,mCh+,10801,26.389,51.721
6-7,B1,All Events,40930,100.000,100.000
6-7,B1,R1,20883,51.021,51.021
6-7,B1,R1,20883,51.021,51.021
6-7,B1,All Events,40930,100.000,100.000
6-7,B1,mCherry-/GFP+,9110,22.258,43.624
6-7,B1,mCherry+/GFP+,361,0.882,1.729
6-7,B1,mCherry-/GFP-,883,2.157,4.228
6-7,B1,mCherry+/GFP-,10529,25.724,50.419
6-7,B1,All Events,40930,100.000,100.000
6-7,B1,R1,20883,51.021,51.021
6-7,B1,R2,5460,13.340,50.551
6-7,B1,R4,287,0.701,2.657
6-7,B1,All Events,40930,100.000,100.000
6-7,B1,mCh+,10801,26.389,26.389
6-7,B1,All Events,40930,100.000,100.000
6-7,B1,R2,5460,13.340,13.340
6-7,B1,All Events,40930,100.000,100.000
6-7,B1,R3,7950,19.423,19.423
6-7,B1,R3,7950,19.423,86.244
6-7,B1,All Events,40930,100.000,100.000
6-7,B1,GFP+,9218,22.521,22.521
6-7,B1,All Events,40930,100.000,100.000
6-7,B1,R4,287,0.701,0.701
6-7,B1,All Events,40930,100.000,100.000
6-7,B1,R1,20883,51.021,51.021
6-7,B1,LG1,10801,26.389,26.389
6-7,B2,GFP+,10528,23.861,42.705
6-7,B2,All Events,44122,100.000,100.000
6-7,B2,R1,24653,55.875,55.875
6-7,B2,mCh+,13140,29.781,53.300
6-7,B2,All Events,44122,100.000,100.000
6-7,B2,R1,24653,55.875,55.875
6-7,B2,R1,24653,55.875,55.875
6-7,B2,All Events,44122,100.000,100.000
6-7,B2,mCherry-/GFP+,10409,23.591,42.222
6-7,B2,mCherry+/GFP+,391,0.886,1.586
6-7,B2,mCherry-/GFP-,993,2.251,4.028
6-7,B2,mCherry+/GFP-,12860,29.146,52.164
6-7,B2,All Events,44122,100.000,100.000
6-7,B2,R1,24653,55.875,55.875
6-7,B2,R2,6631,15.029,50.464
6-7,B2,R4,300,0.680,2.283
6-7,B2,All Events,44122,100.000,100.000
6-7,B2,mCh+,13140,29.781,29.781
6-7,B2,All Events,44122,100.000,100.000
6-7,B2,R2,6631,15.029,15.029
6-7,B2,All Events,44122,100.000,100.000
6-7,B2,R3,9213,20.881,20.881
6-7,B2,R3,9213,20.881,87.509
6-7,B2,All Events,44122,100.000,100.000
6-7,B2,GFP+,10528,23.861,23.861
6-7,B2,All Events,44122,100.000,100.000
6-7,B2,R4,300,0.680,0.680
6-7,B2,All Events,44122,100.000,100.000
6-7,B2,R1,24653,55.875,55.875
6-7,B2,LG1,13140,29.781,29.781
6-7,B3,GFP+,10566,23.724,40.401
6-7,B3,All Events,44538,100.000,100.000
6-7,B3,R1,26153,58.721,58.721
6-7,B3,mCh+,14533,32.631,55.569
6-7,B3,All Events,44538,100.000,100.000
6-7,B3,R1,26153,58.721,58.721
6-7,B3,R1,26153,58.721,58.721
6-7,B3,All Events,44538,100.000,100.000
6-7,B3,mCherry-/GFP+,10508,23.593,40.179
6-7,B3,mCherry+/GFP+,362,0.813,1.384
6-7,B3,mCherry-/GFP-,1021,2.292,3.904
6-7,B3,mCherry+/GFP-,14262,32.022,54.533
6-7,B3,All Events,44538,100.000,100.000
6-7,B3,R1,26153,58.721,58.721
6-7,B3,R2,7680,17.244,52.845
6-7,B3,R4,289,0.649,1.989
6-7,B3,All Events,44538,100.000,100.000
6-7,B3,mCh+,14533,32.631,32.631
6-7,B3,All Events,44538,100.000,100.000
6-7,B3,R2,7680,17.244,17.244
6-7,B3,All Events,44538,100.000,100.000
6-7,B3,R3,9283,20.843,20.843
6-7,B3,R3,9283,20.843,87.857
6-7,B3,All Events,44538,100.000,100.000
6-7,B3,GFP+,10566,23.724,23.724
6-7,B3,All Events,44538,100.000,100.000
6-7,B3,R4,289,0.649,0.649
6-7,B3,All Events,44538,100.000,100.000
6-7,B3,R1,26153,58.721,58.721
6-7,B3,LG1,14533,32.631,32.631
6-7,B4,GFP+,15,0.083,10.638
6-7,B4,All Events,17989,100.000,100.000
6-7,B4,R1,141,0.784,0.784
6-7,B4,mCh+,73,0.406,51.773
6-7,B4,All Events,17989,100.000,100.000
6-7,B4,R1,141,0.784,0.784
6-7,B4,R1,141,0.784,0.784
6-7,B4,All Events,17989,100.000,100.000
6-7,B4,mCherry-/GFP+,15,0.083,10.638
6-7,B4,mCherry+/GFP+,1,0.006,0.709
6-7,B4,mCherry-/GFP-,53,0.295,37.589
6-7,B4,mCherry+/GFP-,72,0.400,51.064
6-7,B4,All Events,17989,100.000,100.000
6-7,B4,R1,141,0.784,0.784
6-7,B4,R2,46,0.256,63.014
6-7,B4,R4,0,0.000,0.000
6-7,B4,All Events,17989,100.000,100.000
6-7,B4,mCh+,73,0.406,0.406
6-7,B4,All Events,17989,100.000,100.000
6-7,B4,R2,46,0.256,0.256
6-7,B4,All Events,17989,100.000,100.000
6-7,B4,R3,15,0.083,0.083
6-7,B4,R3,15,0.083,100.000
6-7,B4,All Events,17989,100.000,100.000
6-7,B4,GFP+,15,0.083,0.083
6-7,B4,All Events,17989,100.000,100.000
6-7,B4,R4,0,0.000,0.000
6-7,B4,All Events,17989,100.000,100.000
6-7,B4,R1,141,0.784,0.784
6-7,B4,LG1,73,0.406,0.406
6-7,B5,GFP+,9493,25.011,49.995
6-7,B5,All Events,37955,100.000,100.000
6-7,B5,R1,18988,50.028,50.028
6-7,B5,mCh+,8520,22.448,44.870
6-7,B5,All Events,37955,100.000,100.000
6-7,B5,R1,18988,50.028,50.028
6-7,B5,R1,18988,50.028,50.028
6-7,B5,All Events,37955,100.000,100.000
6-7,B5,mCherry-/GFP+,9484,24.987,49.947
6-7,B5,mCherry+/GFP+,261,0.688,1.375
6-7,B5,mCherry-/GFP-,909,2.395,4.787
6-7,B5,mCherry+/GFP-,8334,21.958,43.891
6-7,B5,All Events,37955,100.000,100.000
6-7,B5,R1,18988,50.028,50.028
6-7,B5,R2,4743,12.496,55.669
6-7,B5,R4,216,0.569,2.535
6-7,B5,All Events,37955,100.000,100.000
6-7,B5,mCh+,8520,22.448,22.448
6-7,B5,All Events,37955,100.000,100.000
6-7,B5,R2,4743,12.496,12.496
